,Price,Distance,Bathroom,Car,Landsize,BuildingArea
1753,2905000.0,11.2,3.0,1.0,487.0,260.0
1754,1300000.0,11.2,2.0,2.0,329.0,132.0
1755,1725000.0,11.2,2.0,2.0,411.0,225.0
1760,2100000.0,11.2,2.0,2.0,463.0,209.0
1767,1761000.0,11.2,2.0,3.0,615.0,135.0
1775,2750000.0,11.2,3.0,1.0,509.0,341.0
1776,892500.0,11.2,1.0,2.0,232.0,92.0
1777,2145000.0,11.2,2.0,1.0,550.0,197.0
1778,3171000.0,11.2,2.0,2.0,710.0,340.0
1789,1475000.0,11.2,2.0,2.0,345.0,163.0
1803,1562500.0,11.2,2.0,2.0,655.0,202.0
1804,2050000.0,11.2,3.0,2.0,398.0,262.0
1810,3320000.0,11.2,3.0,2.0,644.0,364.0
1819,1650000.0,11.2,2.0,1.0,354.0,143.0
1823,1570000.0,11.2,1.0,0.0,352.0,111.0
1829,1785000.0,11.2,2.0,1.0,404.0,118.0
1832,1875000.0,11.2,2.0,2.0,275.0,170.0
1835,1266000.0,11.2,1.0,2.0,277.0,116.0
1837,2730000.0,11.2,3.0,2.0,895.0,423.0
1841,3295888.0,11.2,3.0,2.0,565.0,337.0
1855,2375000.0,11.2,2.0,2.0,547.0,302.0
1858,1385000.0,11.2,1.0,2.0,426.0,120.0
1863,858000.0,11.2,1.0,1.0,107.0,75.0
1867,2800000.0,11.2,2.0,4.0,569.0,229.0
1873,3700000.0,11.2,3.0,4.0,1572.0,305.0
1878,2475000.0,11.2,2.0,2.0,605.0,274.0
1880,2700000.0,11.2,2.0,2.0,732.0,333.0
1884,3900000.0,11.2,2.0,2.0,842.0,311.0
1891,1532000.0,11.2,1.0,2.0,411.0,165.0
1903,1037000.0,11.2,1.0,2.0,125.0,2.0
1904,3050000.0,11.2,4.0,2.0,578.0,319.0
1907,1630000.0,11.2,2.0,2.0,432.0,196.0
1911,2640000.0,11.2,2.0,2.0,848.0,246.0
1919,2250000.0,11.2,2.0,2.0,230.0,281.0
1921,2900000.0,11.2,1.0,1.0,659.0,161.0
1933,2405000.0,11.2,1.0,2.0,695.0,142.0
1934,1352500.0,11.2,2.0,1.0,280.0,110.0
1936,3105000.0,11.2,2.0,2.0,1045.0,304.0
1942,1500000.0,11.2,2.0,1.0,549.0,195.0
1946,1940000.0,10.7,2.0,2.0,682.0,240.0
1948,1850000.0,10.7,2.0,2.0,617.0,268.0
1951,930000.0,10.7,1.0,1.0,329.0,117.0
1956,1310000.0,10.7,3.0,2.0,618.0,213.0
1961,2504000.0,10.7,2.0,2.0,674.0,183.0
1966,1445000.0,10.7,1.0,1.0,649.0,126.0
1978,1825000.0,10.7,3.0,2.0,594.0,594.0
1979,1700000.0,10.7,2.0,1.0,994.0,274.0
1980,1400000.0,10.7,3.0,4.0,824.0,235.0
1984,1500000.0,10.7,2.0,2.0,315.0,228.0
1987,1400000.0,10.7,1.0,3.0,613.0,182.0
1991,1600000.0,10.7,2.0,2.0,616.0,245.0
1992,1780000.0,10.7,3.0,2.0,635.0,119.0
1993,1200000.0,10.7,2.0,5.0,775.0,270.0
1997,775000.0,10.7,1.0,1.0,112.0,90.0
1998,1480000.0,10.7,2.0,2.0,697.0,143.0
2002,1590000.0,10.7,3.0,2.0,481.0,244.0
2006,2840000.0,10.7,2.0,2.0,999.0,274.0
2009,1000000.0,10.7,1.0,2.0,564.0,131.0
2012,1700000.0,10.7,3.0,4.0,708.0,275.0
2018,880000.0,10.7,2.0,2.0,304.0,34.0
2019,1920000.0,10.7,1.0,1.0,1000.0,203.0
2020,1301000.0,10.7,2.0,2.0,401.0,121.0
2028,2550000.0,10.7,3.0,2.0,915.0,233.0
2029,1915000.0,10.7,2.0,0.0,645.0,238.0
2033,1650000.0,10.7,3.0,2.0,598.0,212.0
2037,1530000.0,10.7,2.0,1.0,603.0,177.0
2043,2050000.0,10.7,2.0,4.0,678.0,233.0
2044,2550000.0,10.7,3.0,2.0,551.0,346.0
2045,905000.0,10.7,1.0,2.0,189.0,93.0
2046,1355000.0,10.7,1.0,2.0,759.0,151.0
2047,1845000.0,10.7,1.0,2.0,604.0,145.0
2051,2050000.0,10.7,3.0,3.0,669.0,309.0
2056,1710000.0,10.7,3.0,2.0,435.0,228.0
2060,1300000.0,10.7,2.0,2.0,337.0,222.0
2067,2200000.0,10.7,2.0,2.0,654.0,286.0
2080,2150000.0,10.7,3.0,2.0,614.0,225.0
2094,681000.0,10.7,1.0,1.0,166.0,60.0
2096,1310000.0,10.7,3.0,2.0,302.0,250.0
2111,1367000.0,10.7,2.0,2.0,315.0,4.0
2117,903000.0,10.7,1.0,1.0,171.0,101.0
2120,2820000.0,10.7,4.0,4.0,509.0,337.0
2122,1813000.0,10.7,1.0,2.0,660.0,117.0
2124,1655000.0,10.7,2.0,2.0,679.0,288.0
2126,1230000.0,10.7,2.0,2.0,297.0,193.0
2128,1389000.0,10.7,1.0,2.0,656.0,150.0
2132,2310000.0,10.7,2.0,2.0,757.0,130.0
2138,1014000.0,10.7,1.0,1.0,267.0,131.0
2140,1026000.0,5.2,1.0,0.0,225.0,108.0
2141,1802500.0,5.2,3.0,1.0,238.0,93.0
2142,1500000.0,5.2,3.0,1.0,365.0,209.0
2147,2230000.0,5.2,2.0,3.0,851.0,287.0
2155,950000.0,5.2,1.0,0.0,170.0,96.0
2159,845500.0,5.2,1.0,1.0,179.0,90.0
2165,659500.0,5.2,1.0,1.0,100.0,85.0
2170,1115000.0,5.2,1.0,0.0,264.0,139.0
2172,1125000.0,5.2,1.0,1.0,278.0,91.0
2174,855000.0,5.2,1.0,1.0,229.0,97.0
2177,940000.0,5.2,2.0,1.0,186.0,140.0
2179,750000.0,5.2,2.0,1.0,118.0,88.0
2180,1056000.0,5.2,1.0,1.0,315.0,108.0
2184,880000.0,5.2,2.0,1.0,122.0,152.0
2186,1222500.0,5.2,1.0,0.0,331.0,126.0
2192,955000.0,5.2,2.0,2.0,327.0,110.0
2199,587000.0,5.2,1.0,1.0,114.0,65.0
2200,1060000.0,5.2,1.0,0.0,257.0,121.0
2203,890000.0,5.2,1.0,1.0,199.0,93.0
2211,976000.0,5.2,2.0,1.0,240.0,162.0
2213,770000.0,5.2,1.0,0.0,152.0,87.0
2215,1800000.0,5.2,2.0,3.0,271.0,180.0
2217,1350000.0,5.2,1.0,1.0,370.0,151.0
2218,1320000.0,5.2,2.0,1.0,281.0,156.0
2221,825000.0,5.2,1.0,1.0,210.0,130.0
2225,1261000.0,5.2,1.0,1.0,216.0,100.0
2226,1045000.0,5.2,1.0,2.0,222.0,105.0
2230,1050000.0,5.2,1.0,1.0,239.0,126.0
2231,1691500.0,5.2,2.0,3.0,470.0,152.0
2232,1075000.0,5.2,1.0,0.0,311.0,108.0
2234,501000.0,5.2,1.0,1.0,1140.0,80.0
2235,1260000.0,5.2,1.0,6.0,563.0,98.0
2237,1650000.0,5.2,1.0,2.0,495.0,141.0
2242,1015000.0,5.2,1.0,0.0,453.0,86.0
2250,2500000.0,5.2,2.0,2.0,555.0,266.0
2251,860000.0,5.2,1.0,1.0,298.0,88.0
2252,491000.0,5.2,1.0,1.0,1080.0,66.0
2257,985000.0,5.2,1.0,2.0,384.0,89.0
2258,1250000.0,5.2,1.0,1.0,483.0,162.0
2264,860000.0,5.2,1.0,1.0,184.0,104.0
2271,705000.0,5.2,1.0,1.0,161.0,68.0
2276,880000.0,5.2,1.0,1.0,264.0,117.0
2278,754000.0,5.2,2.0,1.0,177.0,105.0
2285,1510000.0,5.2,1.0,0.0,325.0,150.0
2286,801000.0,5.2,2.0,1.0,156.0,87.0
2288,370000.0,5.2,1.0,1.0,540.0,45.0
2290,1170000.0,5.2,1.0,0.0,285.0,104.0
2292,1790000.0,5.2,1.0,1.0,416.0,129.0
2293,640000.0,5.2,2.0,1.0,110.0,118.0
2295,1875000.0,5.2,2.0,2.0,657.0,207.0
2305,1217000.0,5.2,1.0,0.0,363.0,127.0
2306,1020000.0,5.2,1.0,3.0,308.0,119.0
2309,1340000.0,5.2,1.0,1.0,316.0,132.0
2311,1410000.0,5.2,2.0,1.0,460.0,214.0
2312,1550000.0,5.2,1.0,1.0,346.0,126.0
2318,765000.0,5.2,1.0,1.0,199.0,120.0
2322,772000.0,5.2,1.0,1.0,147.0,82.0
2323,1210000.0,5.2,2.0,1.0,280.0,130.0
2324,1755000.0,5.2,2.0,1.0,354.0,199.0
2328,945000.0,5.2,1.0,2.0,246.0,103.0
2330,755000.0,5.2,1.0,1.0,159.0,157.0
2336,471000.0,5.9,1.0,1.0,564.0,60.0
2346,955000.0,5.9,1.0,0.0,220.0,93.0
2347,1350000.0,5.9,2.0,2.0,510.0,321.0
2352,810000.0,5.9,1.0,2.0,349.0,95.0
2357,793000.0,5.9,1.0,0.0,275.0,119.0
2360,797500.0,5.9,2.0,2.0,262.0,155.0
2366,1300000.0,5.9,1.0,2.0,364.0,135.0
2367,1330000.0,5.9,1.0,2.0,353.0,101.0
2378,1095000.0,5.9,1.0,1.0,411.0,168.0
2380,711000.0,5.9,1.0,1.0,177.0,87.0
2397,1200000.0,5.9,2.0,3.0,553.0,193.0
2398,537000.0,5.9,1.0,1.0,501.0,66.0
2399,910000.0,5.9,1.0,2.0,717.0,141.0
2401,921500.0,5.9,1.0,1.0,575.0,165.0
2404,1315000.0,5.9,1.0,2.0,554.0,116.0
2406,735000.0,5.9,1.0,2.0,120.0,109.0
2407,1000000.0,5.9,1.0,1.0,589.0,148.0
2411,1700000.0,5.9,2.0,2.0,621.0,184.0
2412,820000.0,5.9,1.0,1.0,206.0,98.0
2417,815000.0,5.9,1.0,2.0,157.0,123.0
2421,1150000.0,5.9,1.0,2.0,519.0,169.0
2428,816000.0,5.9,2.0,1.0,343.0,115.0
2430,970000.0,5.9,3.0,2.0,499.0,150.0
2432,851000.0,11.8,1.0,2.0,385.0,140.0
2433,1300000.0,11.8,1.0,2.0,717.0,180.0
2435,1235000.0,11.8,2.0,2.0,556.0,214.0
2439,1303000.0,11.8,2.0,2.0,670.0,197.0
2441,880000.0,11.8,2.0,2.0,514.0,190.0
2443,975000.0,11.8,2.0,2.0,632.0,226.0
2445,990000.0,11.8,2.0,1.0,585.0,180.0
2450,1225000.0,11.8,2.0,2.0,723.0,159.0
2451,1490000.0,11.8,3.0,2.0,796.0,304.0
2459,905000.0,11.8,3.0,2.0,401.0,165.0
2462,1085000.0,11.8,2.0,1.0,1124.0,225.0
2465,787000.0,11.8,1.0,2.0,306.0,100.0
2469,1075000.0,11.8,1.0,1.0,604.0,96.0
2474,1302000.0,11.8,2.0,2.0,475.0,245.0
2475,1050000.0,11.8,2.0,1.0,728.0,719.0
2478,1000000.0,11.8,2.0,3.0,672.0,212.0
2480,1300000.0,11.8,2.0,2.0,744.0,300.0
2487,990000.0,11.8,1.0,2.0,602.0,175.0
2492,1100000.0,11.8,2.0,2.0,693.0,212.0
2497,903000.0,11.8,1.0,1.0,591.0,140.0
2507,1590000.0,11.7,3.0,2.0,661.0,253.0
2512,1890000.0,11.7,2.0,2.0,1145.0,111.0
2513,1022500.0,11.7,2.0,2.0,265.0,130.0
2516,1755000.0,11.7,1.0,1.0,931.0,145.0
2525,1300000.0,11.7,1.0,1.0,667.0,136.0
2527,1160000.0,11.7,1.0,1.0,786.0,111.0
2531,2000000.0,11.7,3.0,2.0,928.0,229.0
2533,790000.0,11.7,1.0,2.0,318.0,103.0
2537,1682000.0,11.7,2.0,1.0,921.0,174.0
2547,650000.0,11.7,1.0,1.0,194.0,120.0
2550,1060000.0,11.7,3.0,2.0,326.0,210.0
2552,1255000.0,11.7,2.0,2.0,438.0,210.0
2555,633000.0,11.7,1.0,1.0,276.0,92.0
2561,1350000.0,11.7,1.0,2.0,593.0,82.0
2565,570000.0,11.7,1.0,1.0,384.0,112.0
2567,745000.0,11.7,1.0,2.0,228.0,126.0
2570,2150000.0,11.7,4.0,2.0,643.0,380.0
2571,746000.0,11.7,1.0,2.0,308.0,92.0
2574,1540000.0,11.7,2.0,2.0,653.0,120.0
2587,1270000.0,11.7,2.0,2.0,399.0,212.0
2592,900000.0,11.7,3.0,2.0,381.0,176.0
2598,1250000.0,11.7,2.0,2.0,499.0,220.0
2605,1410000.0,11.7,2.0,3.0,739.0,182.0
2616,702000.0,11.7,2.0,1.0,170.0,106.0
2618,2650000.0,7.8,2.0,1.0,652.0,189.0
2624,729000.0,7.8,1.0,1.0,137.0,87.0
2625,2600000.0,7.8,4.0,1.0,708.0,348.0
2631,1650000.0,7.8,2.0,2.0,305.0,189.0
2645,615000.0,7.8,1.0,1.0,1107.0,68.0
2648,1987000.0,7.8,2.0,2.0,706.0,164.0
2649,683000.0,7.8,1.0,1.0,146.0,86.0
2650,1690000.0,7.8,2.0,1.0,777.0,154.0
2659,2600000.0,7.8,2.0,2.0,600.0,232.0
2660,2325000.0,7.8,2.0,2.0,1133.0,131.0
2663,435000.0,7.8,1.0,1.0,896.0,77.0
2681,2000000.0,7.8,1.0,2.0,821.0,105.0
2682,1302000.0,7.8,1.0,1.0,427.0,115.0
2686,1622000.0,7.8,1.0,1.0,544.0,160.0
2690,435000.0,7.8,1.0,1.0,896.0,77.0
2708,1780000.0,7.8,1.0,1.0,769.0,133.0
2711,2250000.0,7.8,2.0,2.0,656.0,225.0
2713,895000.0,7.8,1.0,1.0,424.0,95.0
2714,1800000.0,7.8,2.0,0.0,584.0,213.0
2719,900000.0,7.8,1.0,1.0,150.0,88.0
2720,2700000.0,7.8,3.0,2.0,802.0,317.0
2727,2228000.0,7.8,2.0,2.0,813.0,163.0
2732,1602500.0,7.8,1.0,1.0,405.0,102.0
2757,2177000.0,7.8,1.0,2.0,635.0,130.0
2763,3400000.0,7.8,2.0,4.0,877.0,146.0
2769,2105000.0,7.8,1.0,2.0,692.0,164.0
2771,1625000.0,7.8,2.0,2.0,283.0,160.0
2775,3300000.0,7.8,3.0,2.0,417.0,220.0
2786,2015000.0,7.8,1.0,4.0,772.0,145.0
2787,700000.0,7.8,1.0,1.0,631.0,75.0
2789,3225000.0,7.8,3.0,1.0,632.0,270.0
2791,3320000.0,7.8,4.0,2.0,741.0,407.0
2794,2125000.0,7.8,3.0,2.0,603.0,282.0
2797,2030000.0,7.8,2.0,2.0,686.0,210.0
2800,2000000.0,7.8,3.0,4.0,697.0,271.0
2803,2740000.0,7.8,2.0,2.0,643.0,363.0
2811,2950000.0,9.0,2.0,2.0,687.0,215.0
2814,1587500.0,9.0,1.0,1.0,459.0,130.0
2824,830000.0,9.0,1.0,1.0,110.0,83.0
2827,2375000.0,9.0,2.0,1.0,653.0,229.0
2828,2900000.0,9.0,2.0,2.0,795.0,297.0
2830,2200000.0,9.0,3.0,2.0,468.0,148.0
2831,2620000.0,9.0,1.0,1.0,717.0,235.0
2832,1305000.0,9.0,1.0,1.0,342.0,104.0
2834,928000.0,9.0,2.0,1.0,145.0,140.0
2836,2930000.0,9.0,3.0,4.0,645.0,222.0
2837,2950000.0,9.0,2.0,3.0,812.0,173.0
2843,2350000.0,9.0,2.0,4.0,838.0,282.0
2845,1640000.0,9.0,3.0,2.0,352.0,207.0
2847,1680000.0,9.0,2.0,1.0,325.0,197.0
2848,3550000.0,9.0,4.0,4.0,684.0,427.0
2850,3400000.0,9.0,1.0,4.0,845.0,411.0
2857,1850000.0,9.0,2.0,2.0,361.0,216.0
2864,3145000.0,9.0,2.0,2.0,796.0,276.0
2877,1425000.0,3.2,3.0,0.0,122.0,130.0
2882,2950000.0,3.2,1.0,2.0,499.0,164.0
2883,2175000.0,3.2,1.0,0.0,418.0,163.0
2891,2718000.0,3.2,2.0,0.0,538.0,142.0
2893,2400000.0,3.2,2.0,0.0,413.0,172.0
2896,2520000.0,3.2,2.0,2.0,504.0,168.0
2905,1950000.0,3.2,2.0,2.0,207.0,162.0
2918,795000.0,11.4,2.0,1.0,133.0,104.0
2922,1295000.0,11.4,1.0,2.0,425.0,166.0
2930,860000.0,11.4,2.0,1.0,1113.0,113.0
2933,1506000.0,11.4,2.0,2.0,561.0,204.0
2939,967500.0,11.4,1.0,2.0,299.0,115.0
2943,1600000.0,11.4,2.0,2.0,751.0,40.0
2948,1008000.0,11.4,2.0,1.0,300.0,130.0
2958,1830000.0,11.4,2.0,2.0,687.0,237.0
2960,930000.0,11.4,2.0,1.0,166.0,170.0
2970,1550000.0,11.4,2.0,2.0,757.0,133.0
2971,707000.0,11.4,1.0,1.0,144.0,96.0
2976,1501000.0,11.4,2.0,1.0,598.0,201.0
2978,970000.0,11.4,2.0,2.0,325.0,223.0
2981,817500.0,11.4,1.0,1.0,211.0,102.0
2983,1450000.0,11.4,2.0,2.0,557.0,200.0
2985,855000.0,11.4,1.0,1.0,158.0,106.0
2988,588000.0,11.4,1.0,1.0,133.0,71.0
2993,920000.0,11.4,2.0,1.0,283.0,250.0
3001,656000.0,11.4,1.0,1.0,103.0,82.0
3002,930000.0,11.4,1.0,1.0,264.0,110.0
3005,650000.0,11.4,1.0,1.0,174.0,80.0
3006,1360000.0,11.4,2.0,2.0,282.0,182.0
3014,1430000.0,11.4,2.0,2.0,603.0,166.0
3017,1490000.0,11.4,2.0,1.0,371.0,167.0
3021,1125000.0,11.4,1.0,1.0,604.0,120.0
3025,405000.0,11.4,1.0,1.0,967.0,72.0
3026,1655000.0,11.4,2.0,2.0,595.0,221.0
3028,808000.0,11.4,1.0,1.0,111.0,116.0
3031,1880000.0,11.4,2.0,3.0,932.0,270.0
3035,585000.0,11.4,1.0,1.0,108.0,67.0
3039,860000.0,11.4,1.0,2.0,277.0,135.0
3043,1518000.0,11.4,3.0,2.0,454.0,275.0
3050,468250.0,11.4,1.0,1.0,912.0,75.0
3051,1716000.0,11.4,2.0,1.0,817.0,130.0
3060,550000.0,8.9,1.0,1.0,806.0,78.0
3063,131000.0,8.9,1.0,2.0,499.0,155.0
3067,1750000.0,8.1,2.0,2.0,692.0,313.0
3069,580000.0,8.1,1.0,1.0,934.0,68.0
3071,2005000.0,8.1,2.0,3.0,361.0,237.0
3075,290000.0,8.1,1.0,1.0,952.0,43.0
3080,1400000.0,8.1,1.0,0.0,270.0,139.0
3084,450000.0,8.1,1.0,1.0,1092.0,63.0
3091,536000.0,8.1,1.0,1.0,771.0,82.0
3099,2170000.0,8.1,2.0,1.0,810.0,215.0
3101,1577500.0,9.3,2.0,2.0,357.0,144.0
3104,1460000.0,9.3,1.0,2.0,451.0,121.0
3108,1065000.0,9.3,1.0,1.0,273.0,114.0
3123,1030000.0,9.3,2.0,2.0,216.0,165.0
3124,1225000.0,9.3,1.0,2.0,284.0,99.0
3125,1450000.0,9.3,2.0,1.0,478.0,120.0
3127,1774500.0,9.3,2.0,2.0,575.0,256.0
3129,525500.0,9.3,1.0,1.0,831.0,80.0
3131,825000.0,9.3,1.0,1.0,367.0,85.0
3132,1262000.0,9.3,2.0,2.0,464.0,272.0
3138,1340000.0,9.3,1.0,1.0,505.0,117.0
3142,1200000.0,9.3,2.0,2.0,494.0,135.0
3145,1001000.0,9.3,2.0,1.0,255.0,85.0
3147,1330000.0,9.3,1.0,1.0,312.0,123.0
3149,1570000.0,9.3,2.0,2.0,641.0,215.0
3151,1916000.0,9.3,2.0,2.0,630.0,205.0
3159,890000.0,13.6,3.0,2.0,288.0,158.0
3162,700000.0,13.6,2.0,1.0,224.0,94.0
3165,865000.0,13.6,2.0,2.0,277.0,143.0
3171,1042500.0,13.6,3.0,2.0,209.0,160.0
3172,1002000.0,13.6,1.0,1.0,585.0,97.0
3176,650000.0,13.6,2.0,2.0,160.0,101.0
3180,965000.0,13.6,3.0,2.0,273.0,182.0
3183,1301000.0,13.6,1.0,2.0,620.0,88.0
3189,1415500.0,13.6,2.0,1.0,1033.0,164.0
3195,1260000.0,13.6,2.0,2.0,500.0,277.0
3203,1000000.0,13.6,1.0,2.0,630.0,105.0
3207,845000.0,13.6,2.0,1.0,177.0,111.0
3209,881000.0,13.6,2.0,1.0,188.0,137.0
3214,780000.0,3.4,1.0,1.0,155.0,85.0
3216,1060000.0,3.4,1.0,0.0,193.0,98.0
3217,930000.0,3.4,2.0,1.0,124.0,116.0
3220,1075000.0,3.4,1.0,1.0,174.0,85.0
3221,1105000.0,3.4,1.0,1.0,185.0,84.0
3222,1209000.0,3.4,1.0,1.0,140.0,97.0
3223,3010000.0,3.4,3.0,2.0,382.0,250.0
3224,1435000.0,3.4,1.0,2.0,239.0,96.0
3226,1290000.0,3.4,1.0,0.0,164.0,99.0
3230,495000.0,3.4,1.0,1.0,515.0,50.0
3232,1370000.0,3.4,2.0,1.0,176.0,135.0
3240,1450000.0,3.4,1.0,0.0,156.0,107.0
3254,1506000.0,3.4,2.0,0.0,162.0,169.0
3258,1360000.0,3.4,1.0,0.0,118.0,118.0
3267,850000.0,7.8,1.0,1.0,371.0,93.0
3270,784000.0,7.8,1.0,1.0,286.0,110.0
3273,680000.0,7.8,1.0,0.0,702.0,108.0
3279,675000.0,7.8,1.0,2.0,142.0,123.0
3283,1202000.0,7.8,2.0,2.0,423.0,140.0
3284,1370000.0,7.8,1.0,1.0,233.0,180.0
3286,1000000.0,7.8,2.0,3.0,370.0,110.0
3290,145000.0,7.8,1.0,1.0,536.0,164.0
3293,860000.0,7.8,1.0,1.0,283.0,109.0
3294,953000.0,7.8,1.0,1.0,170.0,101.0
3295,735000.0,7.8,1.0,1.0,280.0,93.0
3300,947000.0,7.8,1.0,1.0,372.0,125.0
3306,740000.0,7.8,2.0,1.0,255.0,164.0
3307,812000.0,7.8,1.0,1.0,370.0,130.0
3308,766000.0,7.8,1.0,0.0,378.0,124.0
3309,825000.0,7.8,1.0,1.0,374.0,118.0
3310,1131000.0,7.8,2.0,2.0,494.0,300.0
3311,1064000.0,7.8,2.0,1.0,417.0,178.0
3313,1210000.0,7.8,1.0,1.0,379.0,125.0
3318,653000.0,7.8,1.0,1.0,129.0,107.0
3321,640000.0,7.8,1.0,2.0,119.0,109.0
3331,1130000.0,7.8,1.0,2.0,735.0,127.0
3336,763000.0,7.8,2.0,1.0,107.0,110.0
3338,903000.0,7.8,1.0,1.0,253.0,94.0
3339,1000000.0,7.8,1.0,1.0,431.0,117.0
3341,1742000.0,7.8,2.0,4.0,482.0,256.0
3342,865000.0,7.8,1.0,1.0,452.0,125.0
3345,1278000.0,7.8,2.0,3.0,405.0,156.0
3352,1136000.0,7.8,3.0,1.0,420.0,146.0
3364,1400000.0,7.8,1.0,1.0,856.0,189.0
3370,1260000.0,7.8,2.0,0.0,407.0,230.0
3377,841000.0,7.8,1.0,3.0,385.0,98.0
3384,598000.0,7.8,1.0,1.0,108.0,100.0
3385,1120000.0,7.8,2.0,1.0,293.0,180.0
3386,870000.0,7.8,1.0,1.0,371.0,100.0
3388,680000.0,7.8,1.0,2.0,462.0,72.0
3391,825000.0,7.8,1.0,2.0,577.0,131.0
3392,725000.0,7.8,1.0,0.0,238.0,131.0
3393,1250000.0,7.8,3.0,1.0,515.0,249.0
3396,1008000.0,7.8,1.0,3.0,457.0,89.0
3400,990000.0,7.8,1.0,1.0,488.0,142.0
3402,635000.0,7.8,2.0,3.0,339.0,149.0
3403,1020000.0,7.8,2.0,4.0,381.0,286.0
3405,1025000.0,7.8,1.0,3.0,336.0,112.0
3406,700000.0,7.8,1.0,1.0,138.0,102.0
3408,1130000.0,7.8,1.0,3.0,206.0,80.0
3410,1075000.0,7.8,1.0,4.0,531.0,187.0
3413,600000.0,7.8,1.0,1.0,102.0,95.0
3423,472000.0,7.8,1.0,1.0,500.0,69.0
3424,901000.0,7.8,1.0,1.0,545.0,107.0
3428,687000.0,7.8,1.0,1.0,116.0,140.0
3429,975000.0,7.8,2.0,2.0,307.0,203.0
3434,1370000.0,7.8,1.0,1.0,563.0,130.0
3435,700000.0,7.8,1.0,2.0,381.0,92.0
3436,810000.0,7.8,2.0,1.0,213.0,131.0
3438,838000.0,7.8,1.0,1.0,576.0,147.0
3440,1150000.0,7.8,1.0,2.0,633.0,164.0
3441,931000.0,7.8,1.0,1.0,412.0,160.0
3447,981000.0,7.8,1.0,1.0,263.0,114.0
3450,500000.0,7.8,1.0,1.0,113.0,70.0
3460,655000.0,9.2,1.0,0.0,404.0,98.0
3461,631000.0,9.2,1.0,1.0,178.0,120.0
3462,600000.0,9.2,1.0,1.0,145.0,105.0
3464,715000.0,9.2,2.0,2.0,173.0,120.0
3468,864000.0,9.2,1.0,2.0,565.0,115.0
3470,700000.0,9.2,1.0,2.0,626.0,108.0
3474,860000.0,9.2,1.0,3.0,586.0,145.0
3476,765000.0,9.2,1.0,2.0,563.0,116.0
3478,625000.0,9.2,1.0,2.0,104.0,138.0
3482,745000.0,9.2,1.0,3.0,526.0,90.0
3483,1050000.0,9.2,3.0,2.0,501.0,258.0
3486,935000.0,9.2,1.0,2.0,833.0,107.0
3488,820000.0,9.2,1.0,4.0,629.0,120.0
3489,780000.0,9.2,1.0,2.0,307.0,96.0
3491,707000.0,9.2,2.0,3.0,556.0,129.0
3508,637000.0,9.2,1.0,4.0,498.0,97.0
3509,950000.0,9.2,2.0,2.0,298.0,231.0
3513,860000.0,9.2,2.0,3.0,472.0,134.0
3514,1172000.0,9.2,3.0,2.0,425.0,37.0
3522,650000.0,9.2,1.0,1.0,407.0,95.0
3523,792000.0,9.2,2.0,1.0,320.0,131.0
3524,720000.0,9.2,1.0,2.0,499.0,105.0
3525,970000.0,9.2,1.0,2.0,575.0,129.0
3531,890000.0,1.6,1.0,1.0,178.0,70.0
3541,452000.0,1.6,1.0,1.0,816.0,53.0
3554,855000.0,1.6,1.0,0.0,130.0,80.0
3555,457000.0,1.6,1.0,1.0,406.0,49.0
3559,1265000.0,1.6,1.0,1.0,282.0,112.0
3562,1075000.0,1.6,1.0,0.0,183.0,104.0
3566,981000.0,1.6,1.0,0.0,188.0,107.0
3574,1000000.0,1.6,1.0,2.0,159.0,86.0
3579,713500.0,1.6,2.0,1.0,1060.0,88.0
3591,1403000.0,13.9,1.0,4.0,727.0,123.0
3594,1450000.0,13.9,1.0,1.0,638.0,115.0
3596,1396000.0,13.9,1.0,2.0,658.0,138.0
3603,1125000.0,13.9,2.0,2.0,819.0,173.0
3609,1152000.0,13.9,2.0,2.0,336.0,176.0
3610,1868000.0,13.9,2.0,2.0,925.0,218.0
3612,1050000.0,13.9,2.0,2.0,317.0,194.0
3615,910000.0,13.9,2.0,2.0,299.0,135.0
3616,1850000.0,13.9,1.0,2.0,1073.0,143.0
3617,1225000.0,13.9,3.0,2.0,740.0,185.0
3618,1316000.0,13.9,2.0,2.0,716.0,155.0
3620,1400000.0,13.9,3.0,2.0,656.0,320.0
3626,1430000.0,13.9,2.0,2.0,655.0,170.0
3628,772000.0,13.9,2.0,1.0,203.0,109.0
3634,1468000.0,13.9,2.0,2.0,806.0,170.0
3642,753000.0,13.9,1.0,1.0,241.0,105.0
3650,746000.0,13.9,2.0,2.0,118.0,106.0
3653,1485000.0,13.9,2.0,2.0,731.0,140.0
3655,1190000.0,13.9,1.0,1.0,658.0,140.0
3657,900000.0,13.9,2.0,2.0,366.0,150.0
3659,1250000.0,13.9,2.0,1.0,728.0,150.0
3660,1030000.0,13.9,1.0,1.0,827.0,100.0
3662,985000.0,13.9,2.0,2.0,182.0,160.0
3663,1300000.0,13.9,1.0,2.0,651.0,119.0
3670,1462500.0,13.9,3.0,2.0,654.0,160.0
3675,1250000.0,13.9,2.0,2.0,900.0,195.0
3676,1460800.0,13.9,3.0,2.0,654.0,305.0
3677,1152500.0,13.9,2.0,2.0,648.0,129.0
3678,1650000.0,13.9,4.0,2.0,500.0,429.0
3682,1391000.0,13.9,1.0,1.0,764.0,175.0
3688,1102200.0,13.9,2.0,2.0,233.0,175.0
3690,1401000.0,13.9,3.0,2.0,650.0,261.0
